,ISBN,Book-Title,Book-Author,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Publication_Date,Year-Of-Publication
36340,0312914725,The Carousel,Rosamunde Pilcher,St Martins Pr,http://images.amazon.com/images/P/0312914725.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312914725.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312914725.01.LZZZZZZZ.jpg,1989-01-01,1989.0
36357,038000321X,Alive : The Story of the Andes Survivors (Avon Nonfiction),Piers Paul Read,Avon,http://images.amazon.com/images/P/038000321X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038000321X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038000321X.01.LZZZZZZZ.jpg,1975-01-01,1975.0
36376,0425046877,Dune,Frank Herbert,Berkley Publishing Group,http://images.amazon.com/images/P/0425046877.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425046877.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425046877.01.LZZZZZZZ.jpg,1980-01-01,1980.0
36397,0345303059,2010: Odyssey Two,Arthur Clarke,Ballantine Books,http://images.amazon.com/images/P/0345303059.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345303059.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345303059.01.LZZZZZZZ.jpg,1982-01-01,1982.0
36464,0099427869,Illusions,Richard Bach,Arrow,http://images.amazon.com/images/P/0099427869.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0099427869.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0099427869.01.LZZZZZZZ.jpg,2001-01-01,2001.0
36472,0451170725,You'll Never Eat Lunch in This Town Again,Julia Phillips,Signet Book,http://images.amazon.com/images/P/0451170725.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451170725.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451170725.01.LZZZZZZZ.jpg,1992-01-01,1992.0
36475,0671670638,Gates of Paradise,V. C. Andrews,Simon &amp; Schuster,http://images.amazon.com/images/P/0671670638.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671670638.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671670638.01.LZZZZZZZ.jpg,1989-01-01,1989.0
36519,1578150477,Longshot,Dick Francis,Media Books Audio Publishing,http://images.amazon.com/images/P/1578150477.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1578150477.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1578150477.01.LZZZZZZZ.jpg,1996-01-01,1996.0
36527,034542252X,Rose,Martin Cruz Smith,Ballantine Books,http://images.amazon.com/images/P/034542252X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034542252X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034542252X.01.LZZZZZZZ.jpg,2000-01-01,2000.0
36534,0804119708,Over the Edge,Suzanne Brockmann,Ivy Books,http://images.amazon.com/images/P/0804119708.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804119708.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804119708.01.LZZZZZZZ.jpg,2001-01-01,2001.0
36535,0525937935,The Quiet Game,Greg Iles,Dutton Books,http://images.amazon.com/images/P/0525937935.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525937935.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525937935.01.LZZZZZZZ.jpg,1999-01-01,1999.0
36550,3404131215,Carrie,Stephen King,Distribooks Inc,http://images.amazon.com/images/P/3404131215.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3404131215.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3404131215.01.LZZZZZZZ.jpg,1994-01-01,1994.0
36558,0553564978,Venus Envy,Rita Mae Brown,Bantam Books,http://images.amazon.com/images/P/0553564978.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553564978.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553564978.01.LZZZZZZZ.jpg,1996-01-01,1996.0
36597,0671019546,The Deadhouse,Linda Fairstein,Pocket,http://images.amazon.com/images/P/0671019546.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671019546.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671019546.01.LZZZZZZZ.jpg,2002-01-01,2002.0
36630,0395071224,The Hobbit,J. R. R. Tolkien,Houghton Mifflin Company,http://images.amazon.com/images/P/0395071224.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395071224.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395071224.01.LZZZZZZZ.jpg,1938-01-01,1938.0
36671,0425182673,"Cybernation (Tom Clancy's Net Force, No. 6)",Steve Perry,Berkley Publishing Group,http://images.amazon.com/images/P/0425182673.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425182673.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425182673.01.LZZZZZZZ.jpg,2001-01-01,2001.0
36754,0451167538,Different Seasons (Signet),Stephen King,Signet Book,http://images.amazon.com/images/P/0451167538.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451167538.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451167538.01.LZZZZZZZ.jpg,2004-01-01,2004.0
36933,0451131517,On Wings of Eagles,Ken Follett,New Amer Library,http://images.amazon.com/images/P/0451131517.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451131517.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451131517.01.LZZZZZZZ.jpg,1984-01-01,1984.0
36935,0743535774,Angels &amp; Demons,Dan Brown,Audioworks,http://images.amazon.com/images/P/0743535774.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743535774.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743535774.01.LZZZZZZZ.jpg,2003-01-01,2003.0
36936,0151885338,The Temple of My Familiar,Alice Walker,Harcourt,http://images.amazon.com/images/P/0151885338.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0151885338.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0151885338.01.LZZZZZZZ.jpg,1989-01-01,1989.0
36956,1551666510,The Harbor,Carla Neggers,Mira,http://images.amazon.com/images/P/1551666510.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551666510.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551666510.01.LZZZZZZZ.jpg,2003-01-01,2003.0
36972,0670910260,Miss Julia Takes over,Ann B. Ross,Viking Books,http://images.amazon.com/images/P/0670910260.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670910260.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670910260.01.LZZZZZZZ.jpg,2001-01-01,2001.0
36984,0061040347,A Woman Betrayed,Barbara Delinsky,HarperTorch,http://images.amazon.com/images/P/0061040347.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061040347.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061040347.01.LZZZZZZZ.jpg,1994-01-01,1994.0
37072,0821767984,The Secret,Kat Martin,Zebra Books,http://images.amazon.com/images/P/0821767984.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821767984.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821767984.01.LZZZZZZZ.jpg,2001-01-01,2001.0
37099,037383473X,Starting Over,Penny Jordan,Harlequin,http://images.amazon.com/images/P/037383473X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037383473X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037383473X.01.LZZZZZZZ.jpg,2001-01-01,2001.0
37102,0061093327,Low Country,Anne Rivers Siddons,HarperTorch,http://images.amazon.com/images/P/0061093327.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061093327.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061093327.01.LZZZZZZZ.jpg,1999-01-01,1999.0
37106,0515131210,Shattered,Dick Francis,Jove Books,http://images.amazon.com/images/P/0515131210.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515131210.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515131210.01.LZZZZZZZ.jpg,2001-01-01,2001.0
37231,0451206711,Orchid Blues (Holly Barker Novels (Paperback)),Stuart Woods,Signet Book,http://images.amazon.com/images/P/0451206711.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451206711.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451206711.01.LZZZZZZZ.jpg,2002-01-01,2002.0
37242,0312857055,"Wizard's First Rule (Sword of Truth, Book 1)",Terry Goodkind,Tor Books,http://images.amazon.com/images/P/0312857055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312857055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312857055.01.LZZZZZZZ.jpg,1994-01-01,1994.0
37338,0064406121,Wings,Bill Brittain,HarperTrophy,http://images.amazon.com/images/P/0064406121.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064406121.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064406121.01.LZZZZZZZ.jpg,1995-01-01,1995.0
37374,0061099252,Family Pictures,Sue Miller,HarperTorch,http://images.amazon.com/images/P/0061099252.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061099252.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061099252.01.LZZZZZZZ.jpg,1991-01-01,1991.0
37406,0385246641,Love and Marriage,Bill Cosby,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385246641.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385246641.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385246641.01.LZZZZZZZ.jpg,1989-01-01,1989.0
37407,0312993501,Wild Justice,Wilbur Smith,St. Martin's Press,http://images.amazon.com/images/P/0312993501.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312993501.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312993501.01.LZZZZZZZ.jpg,2003-01-01,2003.0
37421,1575666502,Chocolate Chip Cookie Murder (Hannah Swensen Mysteries (Paperback)),Joanne Fluke,Kensington Publishing Corporation,http://images.amazon.com/images/P/1575666502.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1575666502.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1575666502.01.LZZZZZZZ.jpg,2001-01-01,2001.0
37451,0385260083,The Robber Bride,Margaret Atwood,Doubleday Books,http://images.amazon.com/images/P/0385260083.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385260083.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385260083.01.LZZZZZZZ.jpg,1993-01-01,1993.0
37452,1586212230,Naked,David Sedaris,Time Warner Audio Major,http://images.amazon.com/images/P/1586212230.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1586212230.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1586212230.01.LZZZZZZZ.jpg,2001-01-01,2001.0
37512,039452764X,Space,James Michener,Random House,http://images.amazon.com/images/P/039452764X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039452764X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039452764X.01.LZZZZZZZ.jpg,1982-01-01,1982.0
37548,0064471543,Harriet the Spy,Louise Fitzhugh,HarperCollins Publishers,http://images.amazon.com/images/P/0064471543.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064471543.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064471543.01.LZZZZZZZ.jpg,1996-01-01,1996.0
37564,0380976188,Lucy Sullivan Is Getting Married,Marian Keyes,William Morrow &amp; Company,http://images.amazon.com/images/P/0380976188.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380976188.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380976188.01.LZZZZZZZ.jpg,1999-01-01,1999.0
37594,0399133194,Lightning,Dean R. Koontz,Putnam Pub Group,http://images.amazon.com/images/P/0399133194.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399133194.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399133194.01.LZZZZZZZ.jpg,1988-01-01,1988.0
37600,0310241634,Christy,Catherine Marshall,Zondervan Publishing Company,http://images.amazon.com/images/P/0310241634.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0310241634.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0310241634.01.LZZZZZZZ.jpg,2001-01-01,2001.0
37602,0553100742,Critical Judgment,Michael Palmer,Bantam,http://images.amazon.com/images/P/0553100742.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553100742.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553100742.01.LZZZZZZZ.jpg,1996-01-01,1996.0
37637,0571173004,Rain,Kirsty Gunn,Faber Faber Inc,http://images.amazon.com/images/P/0571173004.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0571173004.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0571173004.01.LZZZZZZZ.jpg,,
37639,039913932X,Undue Influence,Steven Paul Martini,Putnam Pub Group,http://images.amazon.com/images/P/039913932X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039913932X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039913932X.01.LZZZZZZZ.jpg,1994-01-01,1994.0
37641,0684859718,Deadly Decisions,Kathy Reichs,Scribner,http://images.amazon.com/images/P/0684859718.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684859718.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684859718.01.LZZZZZZZ.jpg,2000-01-01,2000.0
37864,0380974061,Breach of Duty: A J.P. Beaumont Mystery,J.A. Jance,William Morrow,http://images.amazon.com/images/P/0380974061.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380974061.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380974061.01.LZZZZZZZ.jpg,1999-01-01,1999.0
37868,0590423541,Black Beauty,Anna Sewell,Scholastic,http://images.amazon.com/images/P/0590423541.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590423541.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590423541.01.LZZZZZZZ.jpg,1989-01-01,1989.0
37879,0380726246,Prayers for the Dead : A Peter Decker/Rina Lazarus Novel (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,Avon,http://images.amazon.com/images/P/0380726246.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380726246.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380726246.01.LZZZZZZZ.jpg,1997-01-01,1997.0
37911,0553801198,Dream Country,Luanne Rice,Bantam Books,http://images.amazon.com/images/P/0553801198.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553801198.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553801198.01.LZZZZZZZ.jpg,2001-01-01,2001.0
37937,0425165299,At Risk,Alice Hoffman,Berkley Publishing Group,http://images.amazon.com/images/P/0425165299.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425165299.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425165299.01.LZZZZZZZ.jpg,1998-01-01,1998.0
37943,0060929995,For Love,Sue Miller,Perennial,http://images.amazon.com/images/P/0060929995.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060929995.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060929995.01.LZZZZZZZ.jpg,1999-01-01,1999.0
37950,0670032565,"The Waste Lands (The Dark Tower, Book 3)",Stephen King,Viking Books,http://images.amazon.com/images/P/0670032565.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670032565.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670032565.01.LZZZZZZZ.jpg,2003-01-01,2003.0
37966,0440416795,Harriet the Spy,Louise Fitzhugh,Yearling Books,http://images.amazon.com/images/P/0440416795.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440416795.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440416795.01.LZZZZZZZ.jpg,2001-01-01,2001.0
37967,0440431808,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E. L. Konigsburg,Yearling Books,http://images.amazon.com/images/P/0440431808.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440431808.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440431808.01.LZZZZZZZ.jpg,1977-01-01,1977.0
37977,0375401156,The Diving Bell and the Butterfly : A Memoir of Life in Death,JEAN-DOMINIQUE BAUBY,Knopf,http://images.amazon.com/images/P/0375401156.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375401156.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375401156.01.LZZZZZZZ.jpg,1997-01-01,1997.0
37983,0425146812,Second Nature,Alice Hoffman,Berkley Publishing Group,http://images.amazon.com/images/P/0425146812.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425146812.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425146812.01.LZZZZZZZ.jpg,1995-01-01,1995.0
37987,0451125509,The Other Woman,Joy Fielding,Signet Book,http://images.amazon.com/images/P/0451125509.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451125509.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451125509.01.LZZZZZZZ.jpg,1993-01-01,1993.0
38014,0785700099,All Around the Town,Mary Higgins Clark,Sagebrush Bound,http://images.amazon.com/images/P/0785700099.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785700099.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785700099.01.LZZZZZZZ.jpg,1999-01-01,1999.0
38032,0449911802,Celestial Navigation,Anne Tyler,Ballantine Books,http://images.amazon.com/images/P/0449911802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449911802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449911802.01.LZZZZZZZ.jpg,1996-01-01,1996.0
38043,0553560271,Shadows,John Saul,Bantam Books,http://images.amazon.com/images/P/0553560271.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553560271.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553560271.01.LZZZZZZZ.jpg,1993-01-01,1993.0
38046,0525944885,The Songcatcher: A Ballad Novel,Sharyn McCrumb,Dutton Books,http://images.amazon.com/images/P/0525944885.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525944885.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525944885.01.LZZZZZZZ.jpg,2001-01-01,2001.0
38048,0865471185,West With the Night,Beryl Markham,North Point Press,http://images.amazon.com/images/P/0865471185.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0865471185.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0865471185.01.LZZZZZZZ.jpg,1983-01-01,1983.0
38053,0399128409,Smart Women,Judy Blume,Putnam Pub Group,http://images.amazon.com/images/P/0399128409.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399128409.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399128409.01.LZZZZZZZ.jpg,1983-01-01,1983.0
38069,0060001941,A Tree Grows in Brooklyn,Betty Smith,HarperCollins,http://images.amazon.com/images/P/0060001941.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060001941.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060001941.01.LZZZZZZZ.jpg,2001-01-01,2001.0
38073,0425152499,Practical Magic,Alice Hoffman,Berkley Publishing Group,http://images.amazon.com/images/P/0425152499.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425152499.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425152499.01.LZZZZZZZ.jpg,1996-01-01,1996.0
38079,1558531564,"Live and Learn and Pass It on: People Ages 5 to 95 Share What They'Ve Discovered About Life, Love, and Other Good Stuff (Live &amp; Learn &amp; Pass It on)",H. Jackson Brown,Thomas Nelson,http://images.amazon.com/images/P/1558531564.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558531564.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558531564.01.LZZZZZZZ.jpg,1992-01-01,1992.0
38082,1567404731,The Valley of Horses,Jean M. Auel,Brilliance Audio,http://images.amazon.com/images/P/1567404731.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1567404731.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1567404731.01.LZZZZZZZ.jpg,1999-01-01,1999.0
38090,0312968523,Hush,Mark Nykanen,St. Martin's Press,http://images.amazon.com/images/P/0312968523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312968523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312968523.01.LZZZZZZZ.jpg,1999-01-01,1999.0
38124,0670428272,Light a Penny Candle,Maeve Binchy,Penguin USA,http://images.amazon.com/images/P/0670428272.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670428272.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670428272.01.LZZZZZZZ.jpg,1983-01-01,1983.0
38126,0399137769,Driving Force,Dick Francis,Putnam Pub Group,http://images.amazon.com/images/P/0399137769.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399137769.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399137769.01.LZZZZZZZ.jpg,1992-01-01,1992.0
38127,0385050828,Exodus,Leon Uris,Doubleday Books,http://images.amazon.com/images/P/0385050828.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385050828.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385050828.01.LZZZZZZZ.jpg,1958-01-01,1958.0
38128,0399150900,Capital Crimes,Stuart Woods,Putnam Publishing Group,http://images.amazon.com/images/P/0399150900.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399150900.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399150900.01.LZZZZZZZ.jpg,2003-01-01,2003.0
38136,038073267X,Sacred and Profane (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,Avon,http://images.amazon.com/images/P/038073267X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038073267X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038073267X.01.LZZZZZZZ.jpg,1999-01-01,1999.0
38137,051513113X,The Edge,Dick Francis,Jove Books,http://images.amazon.com/images/P/051513113X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513113X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513113X.01.LZZZZZZZ.jpg,2001-01-01,2001.0
38154,0395346460,The Silmarillion,J. R. R. Tolkien,Houghton Mifflin,http://images.amazon.com/images/P/0395346460.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395346460.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395346460.01.LZZZZZZZ.jpg,1983-01-01,1983.0
